,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,start_date,start_date_local,timezone,utc_offset,Runner
164,31294.7,4674,5070,301.8,Ride,Ride,10,2020-05-28T11:47:25Z,2020-05-28T12:47:25Z,(GMT+00:00) Europe/London,3600,Rob
165,7162.3,2744,3098,48.4,Run,Run,0,2020-05-27T17:11:12Z,2020-05-27T18:11:12Z,(GMT+00:00) Europe/London,3600,Rob
166,5007.1,1958,1958,20.8,Run,Run,,2020-05-25T08:17:18Z,2020-05-25T09:17:18Z,(GMT+00:00) Europe/London,3600,Rob
167,15423.4,5985,5988,201.3,Run,Run,0,2020-05-24T10:53:48Z,2020-05-24T11:53:48Z,(GMT+00:00) Europe/London,3600,Rob
168,5517.3,2641,3753,153.9,Run,Run,0,2020-05-22T17:42:17Z,2020-05-22T18:42:17Z,(GMT+00:00) Europe/London,3600,Rob
169,6752.9,1303,1309,78.8,Ride,Ride,10,2020-05-22T14:25:46Z,2020-05-22T15:25:46Z,(GMT+00:00) Europe/London,3600,Rob
170,7008.1,1324,1423,102.1,Ride,Ride,10,2020-05-22T11:28:24Z,2020-05-22T12:28:24Z,(GMT+00:00) Europe/London,3600,Rob
171,23340.2,4562,4858,413.5,Ride,Ride,10,2020-05-21T14:15:12Z,2020-05-21T15:15:12Z,(GMT+00:00) Europe/London,3600,Rob
172,7273.9,2974,3401,50.3,Run,Run,,2020-05-20T16:59:10Z,2020-05-20T17:59:10Z,(GMT+00:00) Europe/London,3600,Rob
173,5005.4,1611,1625,14.5,Run,Run,0,2020-05-19T12:02:40Z,2020-05-19T13:02:40Z,(GMT+00:00) Europe/London,3600,Rob
174,4003.6,1088,1088,2.9,Run,Run,0,2020-05-17T18:32:38Z,2020-05-17T19:32:38Z,(GMT+00:00) Europe/London,3600,Rob
175,5010,1479,1482,5,Run,Run,0,2020-05-14T11:37:23Z,2020-05-14T12:37:23Z,(GMT+00:00) Europe/London,3600,Rob
176,13002.6,4617,4636,23.5,Run,Run,0,2020-05-06T11:51:24Z,2020-05-06T12:51:24Z,(GMT+00:00) Europe/London,3600,Rob
177,2033.3,612,621,4.3,Run,Run,0,2020-05-03T13:28:39Z,2020-05-03T14:28:39Z,(GMT+00:00) Europe/London,3600,Rob
178,3604.1,1264,1272,2.7,Run,Run,0,2020-05-03T13:01:08Z,2020-05-03T14:01:08Z,(GMT+00:00) Europe/London,3600,Rob
